,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,a,b,c,damormertebe
335,325900.0,4.0,2.5,2320.0,6270,2.0,0.0,0.0,3.0,2320.0,0.0,2004.0,2003.0,15020 SE 281st St,Kent,WA 98042,USA,2.0,True,standard house,mertebe
336,647500.0,4.0,1.75,2060.0,26036,1.0,0.0,0.0,4.0,1160.0,900.0,1947.0,1988.0,17622 12th Ave SW,Normandy Park,WA 98166,USA,2.0,True,standard house,mertebe
337,1039000.0,4.0,1.0,3410.0,5000,2.0,0.0,0.0,5.0,2190.0,1220.0,1910.0,0.0,2509 33rd Ave S,Seattle,WA 98144,USA,2.0,True,standard house,mertebe
338,569000.0,4.0,2.25,2250.0,41688,2.0,0.0,0.0,3.0,2250.0,0.0,1980.0,0.0,7304 217th Pl NE,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
339,246000.0,3.0,1.75,1390.0,7399,1.0,0.0,0.0,4.0,1390.0,0.0,1975.0,0.0,11921 SE 205th St,Kent,WA 98031,USA,1.5,True,small house,mertebe
340,515000.0,2.0,1.0,1060.0,4960,1.0,0.0,0.0,3.0,1060.0,0.0,1926.0,2003.0,8230 Corliss Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
341,207000.0,3.0,1.0,1490.0,8995,1.0,0.0,0.0,4.0,1490.0,0.0,1954.0,1979.0,12612 23rd Ave S,Seattle,WA 98168,USA,1.5,True,small house,mertebe
342,780000.0,4.0,1.75,2480.0,9195,1.0,0.0,0.0,3.0,1390.0,1090.0,1950.0,2005.0,3002 109th Ave SE,Bellevue,WA 98004,USA,2.0,True,standard house,mertebe
343,489990.0,5.0,2.25,2440.0,20828,1.5,0.0,0.0,4.0,2440.0,0.0,1975.0,0.0,13711 SE 251 Pl,Kent,WA 98042,USA,2.5,True,standard house,dam
344,335000.0,3.0,1.5,2240.0,87625,1.5,0.0,0.0,2.0,1480.0,760.0,1980.0,0.0,18748 SE 330th St,Auburn,WA 98092,USA,1.5,True,small house,dam
346,385000.0,3.0,1.75,1890.0,9920,1.0,0.0,0.0,3.0,1230.0,660.0,1944.0,0.0,14317 22nd Ave NE,Seattle,WA 98125,USA,1.5,True,small house,mertebe
347,350000.0,4.0,1.75,2250.0,13515,1.0,0.0,0.0,4.0,2150.0,100.0,1940.0,2001.0,468 Scenic Way,Kent,WA 98030,USA,2.0,True,standard house,mertebe
348,235000.0,2.0,1.0,1270.0,3008,1.0,0.0,0.0,4.0,650.0,620.0,1923.0,0.0,4305 S Webster St,Seattle,WA 98118,USA,1.0,False,small house,mertebe
349,358000.0,2.0,1.5,960.0,1808,2.0,0.0,0.0,3.0,960.0,0.0,1993.0,0.0,1816 26th Ave,Seattle,WA 98122,USA,1.0,False,small house,mertebe
350,716500.0,4.0,2.5,3290.0,6465,2.0,0.0,0.0,3.0,3290.0,0.0,2002.0,0.0,1031 272nd Pl SE,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
684,234000.0,4.0,2.0,1630.0,9010,1.0,0.0,0.0,4.0,1050.0,580.0,1975.0,0.0,10872 SE 318th Pl,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
685,740000.0,4.0,2.5,3430.0,10157,2.0,0.0,0.0,3.0,3430.0,0.0,2000.0,0.0,13622 NE 136th Pl,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
686,607500.0,5.0,1.75,2220.0,6000,1.5,0.0,0.0,3.0,1420.0,800.0,1923.0,1998.0,3047 21st Ave W,Seattle,WA 98199,USA,2.5,True,standard house,dam
687,223000.0,3.0,1.75,1340.0,7473,1.0,0.0,0.0,4.0,1340.0,0.0,1973.0,0.0,16 R Pl NE,Auburn,WA 98002,USA,1.5,True,small house,mertebe
688,400000.0,2.0,1.0,980.0,2130,1.0,0.0,0.0,4.0,860.0,120.0,1918.0,1974.0,6520-6588 8th Ave NW,Seattle,WA 98117,USA,1.0,False,small house,mertebe
689,802000.0,3.0,2.5,2580.0,13096,2.0,0.0,0.0,3.0,2580.0,0.0,1986.0,0.0,6133 147th Pl NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
690,253000.0,4.0,2.5,2230.0,4541,2.0,0.0,0.0,3.0,2230.0,0.0,2006.0,0.0,24217 181st Pl SE,Covington,WA 98042,USA,2.0,True,standard house,mertebe
691,1058000.0,4.0,2.0,2290.0,11137,1.0,0.0,0.0,4.0,2290.0,0.0,1955.0,2009.0,10441 SE 24th Pl,Bellevue,WA 98004,USA,2.0,True,standard house,mertebe
692,300000.0,3.0,1.0,1260.0,8280,1.0,0.0,0.0,3.0,1260.0,0.0,1946.0,0.0,2559 NE 98th St,Seattle,WA 98115,USA,1.5,True,small house,mertebe
693,625000.0,4.0,2.75,1680.0,11180,1.0,0.0,0.0,4.0,1680.0,0.0,1966.0,0.0,15924 NE 53rd St,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
694,707000.0,4.0,3.25,3200.0,7081,2.0,0.0,0.0,3.0,3200.0,0.0,2004.0,2003.0,26054 SE 23rd Pl,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
695,950000.0,4.0,2.5,3320.0,7644,2.0,0.0,0.0,3.0,3320.0,0.0,1995.0,0.0,5491 175th Pl SE,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
696,420000.0,4.0,2.5,3040.0,24123,2.0,0.0,0.0,3.0,3040.0,0.0,1999.0,0.0,4620 Kennedy Ave SE,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
697,498000.0,4.0,2.75,2270.0,7375,1.0,0.0,0.0,4.0,1290.0,980.0,1973.0,0.0,12901 NE 136th St,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
698,450000.0,3.0,2.5,2910.0,17172,2.0,0.0,0.0,3.0,2910.0,0.0,1989.0,0.0,36023 3rd Ave S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
699,955000.0,5.0,2.25,2510.0,9887,2.0,0.0,0.0,3.0,2510.0,0.0,1972.0,2002.0,7590 86th Ave SE,Mercer Island,WA 98040,USA,2.5,True,standard house,mertebe
700,215000.0,2.0,1.0,1240.0,7200,1.0,0.0,0.0,3.0,1240.0,0.0,1967.0,2011.0,4036 S 119th St,Tukwila,WA 98168,USA,1.0,False,small house,mertebe
701,437000.0,3.0,2.75,2580.0,5200,2.0,0.0,0.0,3.0,2580.0,0.0,2008.0,0.0,808 Hoquiam Ave NE,Renton,WA 98059,USA,1.5,True,small house,mertebe
702,773000.0,3.0,2.75,2470.0,3600,2.0,0.0,0.0,3.0,2470.0,0.0,2007.0,0.0,1458-1462 29th Pl NE,Issaquah,WA 98029,USA,1.5,True,small house,mertebe
703,1222500.0,4.0,3.5,4910.0,9444,1.5,0.0,0.0,3.0,3110.0,1800.0,2007.0,0.0,4531 205th Pl NE,Sammamish,WA 98074,USA,2.0,True,standard house,dam
704,256883.0,3.0,2.5,1690.0,5025,2.0,0.0,0.0,3.0,1690.0,0.0,2003.0,0.0,833 SW 361st St,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
705,592500.0,4.0,2.5,2240.0,12032,1.0,0.0,0.0,3.0,2240.0,0.0,1983.0,2009.0,24231 NE 5th Pl,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
706,252350.0,3.0,2.0,1650.0,7352,1.0,0.0,0.0,3.0,1160.0,490.0,1979.0,2014.0,12902 SE 158th Pl,Renton,WA 98058,USA,1.5,True,small house,mertebe
707,370000.0,4.0,2.5,2710.0,5880,2.0,0.0,0.0,3.0,2710.0,0.0,1998.0,2006.0,12713 SE 302nd St,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
708,465750.0,3.0,1.5,1260.0,10350,1.0,0.0,0.0,3.0,1260.0,0.0,1959.0,1989.0,16231 NE 29th St,Bellevue,WA 98008,USA,1.5,True,small house,mertebe
709,185000.0,3.0,1.0,1150.0,8100,1.0,0.0,0.0,3.0,1150.0,0.0,1932.0,0.0,12208 20th Ave S,Seattle,WA 98168,USA,1.5,True,small house,mertebe
710,582800.0,4.0,2.75,2550.0,7636,1.0,0.0,0.0,3.0,1440.0,1110.0,1986.0,0.0,21023-21029 NE 42nd St,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
711,245000.0,3.0,1.75,1490.0,6930,1.0,0.0,0.0,4.0,1490.0,0.0,1990.0,0.0,12145 SE 260th Pl,Kent,WA 98030,USA,1.5,True,small house,mertebe
712,302000.0,4.0,1.75,2020.0,7865,1.0,0.0,0.0,4.0,1010.0,1010.0,1963.0,0.0,1001 Whitman Ct NE,Renton,WA 98059,USA,2.0,True,standard house,mertebe
713,451555.0,2.0,1.0,1320.0,4520,1.0,0.0,1.0,3.0,1320.0,0.0,1912.0,1971.0,4137 48th Ave SW,Seattle,WA 98116,USA,1.0,False,small house,mertebe
714,250000.0,3.0,1.0,1230.0,10350,1.0,0.0,0.0,4.0,1230.0,0.0,1957.0,2001.0,19415 107th Ave SE,Renton,WA 98055,USA,1.5,True,small house,mertebe
715,255000.0,4.0,2.5,2070.0,7800,2.0,0.0,0.0,3.0,2070.0,0.0,1989.0,0.0,1422 S 282nd Pl,Federal Way,WA 98003,USA,2.0,True,standard house,mertebe
716,840000.0,4.0,1.75,2930.0,11562,1.0,0.0,3.0,3.0,1670.0,1260.0,1947.0,2012.0,3539 NW 67th St,Seattle,WA 98117,USA,2.0,True,standard house,mertebe
717,190000.0,3.0,1.0,1090.0,8520,1.0,0.0,0.0,3.0,1090.0,0.0,1967.0,2011.0,29611 21st Ave S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
718,349950.0,3.0,1.0,1400.0,7066,1.0,0.0,0.0,3.0,1400.0,0.0,1957.0,2000.0,11515 4th Ave NE,Seattle,WA 98125,USA,1.5,True,small house,mertebe
719,613000.0,4.0,2.0,1550.0,4815,1.5,0.0,0.0,3.0,1550.0,0.0,1909.0,2004.0,5212 Wallingford Ave N,Seattle,WA 98103,USA,2.0,True,standard house,dam
720,300000.0,3.0,1.0,1220.0,13000,1.0,0.0,0.0,4.0,1220.0,0.0,1955.0,2009.0,18218 Evanston Ave N,Shoreline,WA 98133,USA,1.5,True,small house,mertebe
721,455000.0,3.0,2.5,1870.0,7344,1.0,0.0,0.0,3.0,1470.0,400.0,1980.0,0.0,14013 101st Pl NE,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
722,335000.0,3.0,2.25,2150.0,30476,2.0,0.0,0.0,3.0,2150.0,0.0,1991.0,0.0,4446 S 160th St,Tukwila,WA 98188,USA,1.5,True,small house,mertebe
723,197500.0,3.0,1.0,980.0,3090,1.5,0.0,0.0,3.0,980.0,0.0,1903.0,2005.0,4531 S Lucile St,Seattle,WA 98118,USA,1.5,True,small house,dam
724,412500.0,3.0,1.5,1490.0,8475,1.0,0.0,0.0,4.0,1490.0,0.0,1963.0,0.0,5419 156th Ave NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
725,395300.0,3.0,1.5,1120.0,7000,1.0,0.0,0.0,3.0,1120.0,0.0,1955.0,2005.0,1323 145th Ave SE,Bellevue,WA 98007,USA,1.5,True,small house,mertebe
726,342400.0,3.0,2.25,1180.0,9630,2.0,0.0,0.0,3.0,1180.0,0.0,1986.0,0.0,8121 NE 147th Pl,Kenmore,WA 98028,USA,1.5,True,small house,mertebe
727,749400.0,4.0,2.5,3240.0,20301,2.0,0.0,0.0,3.0,3240.0,0.0,1985.0,0.0,17013 NE 133rd St,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
728,316500.0,4.0,2.5,2150.0,6807,2.0,0.0,0.0,4.0,2150.0,0.0,1991.0,0.0,11401 SE 219th Pl,Kent,WA 98031,USA,2.0,True,standard house,mertebe
729,390000.0,3.0,2.5,2240.0,10800,2.0,0.0,0.0,3.0,2240.0,0.0,1996.0,0.0,15839 84th Ave NE,Kenmore,WA 98028,USA,1.5,True,small house,mertebe
730,225000.0,3.0,2.0,1400.0,7384,1.0,0.0,0.0,3.0,1150.0,250.0,1979.0,2014.0,3311 SE 17th St,Renton,WA 98058,USA,1.5,True,small house,mertebe
731,550000.0,3.0,2.25,1980.0,40887,1.0,0.0,0.0,4.0,1980.0,0.0,1980.0,0.0,4216 232nd Ave NE,Redmond,WA 98053,USA,1.5,True,small house,mertebe
732,280000.0,3.0,1.0,1330.0,20562,1.5,0.0,0.0,3.0,1330.0,0.0,1959.0,1989.0,13219 424th Ave SE,North Bend,WA 98045,USA,1.5,True,small house,dam
733,1255000.0,4.0,2.5,3200.0,7535,2.0,0.0,0.0,3.0,3200.0,0.0,2006.0,0.0,5038 48th Ave NE,Seattle,WA 98105,USA,2.0,True,standard house,mertebe
734,575000.0,2.0,1.0,1490.0,6000,1.0,0.0,0.0,3.0,1090.0,400.0,1946.0,0.0,1106 25th Ave E,Seattle,WA 98112,USA,1.0,False,small house,mertebe
735,1000000.0,5.0,4.25,3920.0,16258,2.0,0.0,0.0,3.0,2900.0,1020.0,1990.0,2009.0,2548 111th Ave SE,Bellevue,WA 98004,USA,2.5,True,standard house,mertebe
736,585000.0,5.0,1.75,2000.0,3750,2.0,0.0,0.0,4.0,2000.0,0.0,1921.0,0.0,309 N 46th St,Seattle,WA 98103,USA,2.5,True,standard house,mertebe
737,620000.0,4.0,2.5,2680.0,9185,2.0,0.0,0.0,3.0,2680.0,0.0,1989.0,0.0,26118 SE 39th Ct,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
738,204700.0,4.0,2.0,1670.0,9987,1.0,0.0,0.0,3.0,1670.0,0.0,1967.0,2011.0,29031 40th Ave S,Auburn,WA 98001,USA,2.0,True,standard house,mertebe
739,695000.0,4.0,3.0,3150.0,9130,2.0,0.0,0.0,3.0,3150.0,0.0,2001.0,0.0,24038 SE 13th Pl,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
740,689900.0,4.0,3.25,2740.0,7266,2.0,0.0,0.0,3.0,2060.0,680.0,2003.0,0.0,392 Wilderness Peak Dr NW,Issaquah,WA 98027,USA,2.0,True,standard house,mertebe
741,375000.0,4.0,1.75,1890.0,8000,1.0,0.0,0.0,4.0,1250.0,640.0,1960.0,2001.0,2145 N 178th St,Shoreline,WA 98133,USA,2.0,True,standard house,mertebe
742,475000.0,7.0,3.5,2870.0,29699,1.0,0.0,0.0,3.0,1520.0,1350.0,1961.0,2004.0,11738 1st Ave NE,Seattle,WA 98125,USA,3.5,True,large house,mertebe
743,215000.0,3.0,1.0,1160.0,10384,1.0,0.0,0.0,4.0,1160.0,0.0,1969.0,0.0,26516 235th Ave SE,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
744,2100000.0,4.0,1.75,3550.0,19865,2.0,0.0,0.0,3.0,3550.0,0.0,1962.0,2002.0,7822 NE 14th St,Medina,WA 98039,USA,2.0,True,standard house,mertebe
745,790000.0,3.0,1.75,1790.0,6117,1.0,0.0,2.0,3.0,1350.0,440.0,1940.0,1996.0,1922 35th Ave W,Seattle,WA 98199,USA,1.5,True,small house,mertebe
746,350000.0,3.0,1.75,1680.0,250470,1.0,0.0,0.0,4.0,1070.0,610.0,1940.0,2001.0,18949 Mountain View Rd NE,Duvall,WA 98019,USA,1.5,True,small house,mertebe
747,695000.0,3.0,2.5,4560.0,17622,2.0,0.0,0.0,4.0,3800.0,760.0,1986.0,0.0,1315 232nd Pl NE,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
748,263000.0,3.0,2.25,1590.0,7748,2.0,0.0,0.0,4.0,1590.0,0.0,1991.0,0.0,35219 26th Ct S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
749,400000.0,3.0,1.0,1630.0,10304,1.0,0.0,0.0,5.0,1630.0,0.0,1953.0,0.0,17228 11th Ave NE,Shoreline,WA 98155,USA,1.5,True,small house,mertebe
750,525000.0,3.0,2.5,2700.0,7434,2.0,0.0,0.0,3.0,2700.0,0.0,1991.0,0.0,12415 NE 160th St,Woodinville,WA 98072,USA,1.5,True,small house,mertebe
751,349950.0,3.0,2.5,1700.0,7496,2.0,0.0,0.0,3.0,1700.0,0.0,1994.0,0.0,18901-18937 114th Ct SE,Renton,WA 98055,USA,1.5,True,small house,mertebe
752,1085000.0,4.0,3.25,3740.0,12080,1.0,0.0,0.0,3.0,2000.0,1740.0,1988.0,2000.0,13704-13712 209th Ave NE,Woodinville,WA 98077,USA,2.0,True,standard house,mertebe
753,744000.0,4.0,3.0,1980.0,5352,2.5,0.0,0.0,3.0,1980.0,0.0,1941.0,2005.0,4103 SW Kenyon St,Seattle,WA 98136,USA,2.0,True,standard house,dam
754,312500.0,2.0,1.0,880.0,6345,1.0,0.0,0.0,3.0,880.0,0.0,1919.0,2001.0,7558 19th Ave SW,Seattle,WA 98106,USA,1.0,False,small house,mertebe
755,240000.0,3.0,2.0,1400.0,6200,1.0,0.0,0.0,3.0,700.0,700.0,1948.0,1994.0,1610 N 185th St,Shoreline,WA 98133,USA,1.5,True,small house,mertebe
756,495000.0,4.0,2.0,2050.0,4000,1.5,0.0,0.0,5.0,1210.0,840.0,1941.0,0.0,2609 21st Ave S,Seattle,WA 98144,USA,2.0,True,standard house,dam
757,580050.0,3.0,2.5,2360.0,4638,2.0,0.0,3.0,3.0,2360.0,0.0,1996.0,0.0,601 NE 76th St,Seattle,WA 98115,USA,1.5,True,small house,mertebe
758,640000.0,4.0,2.0,2560.0,7798,1.0,0.0,0.0,4.0,1890.0,670.0,1947.0,1988.0,8600-8698 30th Ave NE,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
759,417000.0,3.0,1.5,1340.0,10224,1.0,0.0,0.0,4.0,1340.0,0.0,1956.0,0.0,3825 138th Ave SE,Bellevue,WA 98006,USA,1.5,True,small house,mertebe
760,174950.0,3.0,1.0,1060.0,5200,1.0,0.0,0.0,5.0,1060.0,0.0,1970.0,0.0,26635 Timberlane Dr SE,Covington,WA 98042,USA,1.5,True,small house,mertebe
761,295000.0,3.0,1.5,850.0,2500,1.0,0.0,0.0,3.0,850.0,0.0,1986.0,0.0,4020 21st Ave SW,Seattle,WA 98106,USA,1.5,True,small house,mertebe
762,423000.0,4.0,1.75,1880.0,7303,1.0,0.0,0.0,3.0,1010.0,870.0,1976.0,0.0,10320 NE 125th Pl,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
763,839000.0,3.0,1.0,1230.0,12305,1.0,0.0,0.0,3.0,1230.0,0.0,1955.0,1990.0,10904 SE 1st St,Bellevue,WA 98004,USA,1.5,True,small house,mertebe
764,343000.0,4.0,1.75,2290.0,10290,1.0,0.0,0.0,3.0,1340.0,950.0,1960.0,2012.0,2816 SW 110th Pl,Seattle,WA 98146,USA,2.0,True,standard house,mertebe
765,467000.0,3.0,1.0,1660.0,6582,1.0,0.0,0.0,5.0,1000.0,660.0,1946.0,0.0,12033 Dayton Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
766,512500.0,3.0,2.5,1840.0,2875,2.0,0.0,0.0,4.0,1840.0,0.0,1997.0,0.0,4530 48th Ave SW,Seattle,WA 98116,USA,1.5,True,small house,mertebe
767,575000.0,4.0,2.5,3020.0,17810,1.0,0.0,0.0,3.0,1600.0,1420.0,1979.0,2014.0,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,USA,2.0,True,standard house,mertebe
768,465000.0,3.0,1.75,1410.0,6886,1.0,0.0,0.0,3.0,1410.0,0.0,1924.0,2013.0,12215 Dayton Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
769,270000.0,3.0,1.0,1010.0,9514,1.0,0.0,0.0,3.0,1010.0,0.0,1969.0,2010.0,17620 SE 121st Pl,Renton,WA 98059,USA,1.5,True,small house,mertebe
770,340000.0,3.0,1.75,1960.0,8136,1.0,0.0,0.0,3.0,980.0,980.0,1948.0,1994.0,2419 SW Barton St,Seattle,WA 98106,USA,1.5,True,small house,mertebe
771,765000.0,5.0,3.75,3580.0,14275,2.0,0.0,0.0,3.0,3190.0,390.0,1999.0,0.0,170 Mt Quay Dr NW,Issaquah,WA 98027,USA,2.5,True,standard house,mertebe
772,497000.0,4.0,2.5,2240.0,7200,2.0,0.0,0.0,3.0,2240.0,0.0,1995.0,0.0,4417 47th Ave S,Seattle,WA 98118,USA,2.0,True,standard house,mertebe
778,720000.0,3.0,2.5,3150.0,151588,2.0,0.0,0.0,3.0,3150.0,0.0,2007.0,0.0,31215 SE 40th St,Fall City,WA 98024,USA,1.5,True,small house,mertebe
779,914500.0,4.0,2.5,3950.0,10856,3.0,0.0,0.0,3.0,3950.0,0.0,2013.0,1923.0,25707 SE 30th St,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
780,819995.0,5.0,2.75,3030.0,10335,2.0,0.0,0.0,3.0,3030.0,0.0,2013.0,1923.0,8024 117th Pl SE,Newcastle,WA 98056,USA,2.5,True,standard house,mertebe
781,252700.0,2.0,1.5,1070.0,9643,1.0,0.0,0.0,3.0,1070.0,0.0,1985.0,0.0,13105 SE 277th Pl,Kent,WA 98030,USA,1.0,False,small house,mertebe
782,437500.0,3.0,2.5,2320.0,36847,2.0,0.0,2.0,3.0,2320.0,0.0,1992.0,0.0,12711 470th Ave SE,North Bend,WA 98045,USA,1.5,True,small house,mertebe
783,350000.0,1.0,1.0,700.0,5100,1.0,0.0,0.0,3.0,700.0,0.0,1942.0,1999.0,6849 26th Ave NE,Seattle,WA 98115,USA,0.5,False,small house,mertebe
784,619000.0,3.0,2.5,2720.0,6439,2.0,0.0,0.0,3.0,2720.0,0.0,2005.0,0.0,6516 Denny Peak Dr SE,Snoqualmie,WA 98065,USA,1.5,True,small house,mertebe
785,408200.0,3.0,2.5,1800.0,5761,2.0,0.0,0.0,4.0,1800.0,0.0,1990.0,0.0,8124 24th Ave SW,Seattle,WA 98106,USA,1.5,True,small house,mertebe
786,451000.0,3.0,1.75,1560.0,4049,1.5,0.0,2.0,3.0,1000.0,560.0,1926.0,2003.0,4042 34th Ave SW,Seattle,WA 98126,USA,1.5,True,small house,dam
787,317000.0,3.0,2.0,1760.0,11410,1.0,0.0,0.0,5.0,1060.0,700.0,1977.0,0.0,16703 133rd Pl SE,Renton,WA 98058,USA,1.5,True,small house,mertebe
788,799000.0,4.0,3.25,3120.0,5000,2.0,0.0,0.0,3.0,2370.0,750.0,2005.0,0.0,2561 NE 85th St,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
789,720000.0,2.0,1.0,2020.0,7200,1.0,0.0,3.0,4.0,1700.0,320.0,1947.0,1988.0,10835 41st Ave SW,Seattle,WA 98146,USA,1.0,False,small house,mertebe
790,490000.0,3.0,2.0,1450.0,2400,1.5,0.0,0.0,3.0,1450.0,0.0,1900.0,2003.0,1746 NW 60th St,Seattle,WA 98107,USA,1.5,True,small house,dam
791,239900.0,4.0,2.25,1860.0,7000,1.0,0.0,0.0,3.0,1120.0,740.0,1979.0,2014.0,401 SW 322nd St,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
792,446000.0,4.0,2.25,2270.0,7800,1.0,0.0,0.0,3.0,1290.0,980.0,1977.0,2004.0,11123 NE 141st Pl,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
793,275000.0,3.0,2.5,1480.0,15639,2.0,0.0,0.0,3.0,1480.0,0.0,1987.0,2000.0,44402 SE 142nd Pl,North Bend,WA 98045,USA,1.5,True,small house,mertebe
794,239950.0,5.0,1.0,1460.0,6032,2.0,0.0,0.0,4.0,1460.0,0.0,1941.0,1998.0,13012 41st Ave S,Tukwila,WA 98168,USA,2.5,True,standard house,mertebe
795,248000.0,4.0,3.5,1850.0,6519,2.0,0.0,0.0,3.0,1130.0,720.0,1986.0,0.0,1501-1515 SW 327th St,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
796,619500.0,3.0,2.5,2170.0,5000,2.0,0.0,0.0,3.0,2170.0,0.0,2003.0,0.0,1778 26th Ave NE,Issaquah,WA 98029,USA,1.5,True,small house,mertebe
797,363750.0,3.0,1.75,1726.0,197326,2.0,0.0,0.0,4.0,1726.0,0.0,1982.0,2011.0,28507 Vashon Hwy SW,Vashon,WA 98070,USA,1.5,True,small house,mertebe
798,385000.0,3.0,1.75,1180.0,10541,1.0,0.0,0.0,4.0,940.0,240.0,1981.0,0.0,23013 NE 28th St,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
799,370000.0,4.0,1.5,1370.0,9957,1.0,0.0,0.0,3.0,900.0,470.0,1972.0,2002.0,12054 NE 137th Ct,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
800,425000.0,3.0,2.5,2670.0,13218,1.0,0.0,0.0,4.0,2670.0,0.0,1988.0,0.0,26010 141st Ave SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
801,342000.0,3.0,1.0,1260.0,6826,1.0,0.0,0.0,3.0,720.0,540.0,1944.0,0.0,14040 24th Ave NE,Seattle,WA 98125,USA,1.5,True,small house,mertebe
802,345000.0,4.0,1.0,1980.0,7991,1.5,0.0,0.0,3.0,1980.0,0.0,1962.0,2003.0,12652 SE 160th St,Renton,WA 98058,USA,2.0,True,standard house,dam
803,724800.0,3.0,2.0,2050.0,3933,1.0,0.0,0.0,3.0,1180.0,870.0,1926.0,2001.0,2610 E Montlake Pl E,Seattle,WA 98112,USA,1.5,True,small house,mertebe
804,725000.0,5.0,2.75,2830.0,5310,2.0,0.0,0.0,3.0,2830.0,0.0,2006.0,0.0,11931 179th Pl NE,Redmond,WA 98052,USA,2.5,True,standard house,mertebe
805,605000.0,2.0,1.0,910.0,3600,1.0,0.0,0.0,4.0,910.0,0.0,1909.0,1989.0,1617-1621 3rd Ave W,Seattle,WA 98119,USA,1.0,False,small house,mertebe
806,350000.0,4.0,2.5,2440.0,4000,2.0,0.0,0.0,3.0,2440.0,0.0,2009.0,0.0,24246 229th Ave SE,Maple Valley,WA 98038,USA,2.0,True,standard house,mertebe
807,785000.0,3.0,2.0,2180.0,5440,1.0,0.0,0.0,5.0,1100.0,1080.0,1904.0,0.0,4111 Woodland Park Ave N,Seattle,WA 98103,USA,1.5,True,small house,mertebe
808,250000.0,3.0,2.0,1900.0,6660,1.0,0.0,0.0,5.0,950.0,950.0,1966.0,0.0,27022 216th Ave SE,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
809,565000.0,3.0,2.25,1520.0,1221,3.0,0.0,0.0,3.0,1520.0,0.0,2013.0,1923.0,1512 NW 62nd St,Seattle,WA 98107,USA,1.5,True,small house,mertebe
810,875000.0,3.0,2.0,2220.0,6641,1.0,0.0,2.0,4.0,1220.0,1000.0,1947.0,1988.0,2559 24th Ave W,Seattle,WA 98199,USA,1.5,True,small house,mertebe
811,862500.0,4.0,2.75,3280.0,24440,2.0,0.0,0.0,3.0,3280.0,0.0,1996.0,0.0,12040 201st Pl NE,Woodinville,WA 98077,USA,2.0,True,standard house,mertebe
812,400000.0,3.0,2.5,2740.0,83199,2.0,0.0,4.0,3.0,2740.0,0.0,1973.0,2013.0,27200-27218 52nd Ave S,Kent,WA 98032,USA,1.5,True,small house,mertebe
813,282613.0,2.0,1.0,830.0,6017,1.0,0.0,0.0,4.0,830.0,0.0,1954.0,1979.0,16221 Bagley Pl N,Shoreline,WA 98133,USA,1.0,False,small house,mertebe
814,174500.0,2.0,1.0,1010.0,5200,1.0,0.0,0.0,3.0,1010.0,0.0,1955.0,2005.0,20721 9th Ave S,Des Moines,WA 98198,USA,1.0,False,small house,mertebe
815,306500.0,3.0,2.25,2060.0,38377,1.0,0.0,0.0,4.0,1560.0,500.0,1978.0,2000.0,36415 12th Pl S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
